collisionID weather road light wind temperature
459 Clear Wet bright 11,18 48,0
460 Clear Dry "mostly dark" 11,18 48,0
461 Clear Dry bright 11,18 48,0
462 Clear Dry bright 11,18 48,0
463 Clear Dry bright 11,18 48,0
464 Clear Dry bright 11,18 48,0
465 Clear Dry bright 11,18 48,0
466 Clear Dry bright 11,18 48,0
467 Overcast Wet bright 11,18 48,0
468 Clear Dry bright 11,18 48,0
469 Clear Dry bright 11,18 48,0
470 Clear Dry bright 11,18 48,0
471 Clear Dry bright 11,18 48,0
472 Clear Dry "mostly bright" 11,18 48,0
473 Overcast Dry "mostly dark" 11,18 48,0
474 Clear Dry "mostly dark" 11,18 48,0
475 Clear Dry "mostly dark" 11,18 48,0
476 Clear Dry  11,18 48,0
477 Clear Dry bright 11,18 48,0
478 Clear Dry "mostly dark" 11,18 48,0
479 Clear Dry "mostly dark" 11,18 48,0
480 Clear Dry "mostly dark" 4,47 40,0
481 Clear Dry bright 4,47 40,0
482 Clear Dry bright 4,47 40,0
483 Clear Dry bright 4,47 40,0
484 Clear Dry "mostly dark" 4,47 40,0
485 Clear Dry bright 4,47 40,0
486 Clear Dry bright 4,47 40,0
487 Clear Dry bright 4,47 40,0
488 Clear Dry bright 4,47 40,0
489 Clear Dry bright 4,47 40,0
490 Clear Dry bright 4,47 40,0
491 Clear Dry bright 4,47 40,0
492 Clear Dry bright 4,47 40,0
493 Clear Dry bright 4,47 40,0
494 Clear Dry "mostly dark" 4,47 40,0
495 Clear Dry bright 4,47 40,0
496 Clear Dry "mostly dark" 4,47 40,0
497 Clear Dry "mostly dark" 4,47 40,0
498 Clear Dry "mostly dark" 4,47 40,0
499 Clear Dry bright 4,47 40,0
500 Clear Dry "mostly dark" 4,47 40,0
501 Clear Dry dark 4,47 40,0
502 Clear Dry "mostly dark" 3,8 42,0
503 Clear Dry "mostly dark" 3,8 42,0
504 Clear Dry bright 3,8 42,0
505 Fog/Smog/Smoke Dry "mostly bright" 3,8 42,0
506 Clear Dry bright 3,8 42,0
507 Clear Dry bright 3,8 42,0
508 Clear Dry bright 3,8 42,0
509 Clear Dry bright 3,8 42,0
510 Clear Dry bright 3,8 42,0
511 Clear Dry bright 3,8 42,0
512 Clear Dry bright 3,8 42,0
513 Clear Dry bright 3,8 42,0
514 Clear Dry bright 3,8 42,0
515 Clear Dry bright 3,8 42,0
516 Clear Dry bright 3,8 42,0
517 Clear Dry bright 3,8 42,0
518 Clear Dry "mostly dark" 3,8 42,0
519 Clear Dry "mostly dark" 3,8 42,0
520 Clear Dry "mostly dark" 3,8 42,0
521 Clear Dry "mostly dark" 3,8 42,0
522 Clear Dry "mostly dark" 3,8 42,0
523 Clear Dry "mostly dark" 3,8 42,0
524 Clear Dry  3,8 42,0
525 Clear Dry "mostly dark" 9,84 44,0
526 Clear Dry "mostly dark" 9,84 44,0
527 Raining Wet bright 9,84 44,0
528 Raining Wet bright 9,84 44,0
529 Raining Wet bright 9,84 44,0
530 Overcast Dry bright 9,84 44,0
531 Clear Dry bright 9,84 44,0
532 Clear Wet bright 9,84 44,0
533 Overcast Wet bright 9,84 44,0
534 Overcast Dry bright 9,84 44,0
535 Clear Wet bright 9,84 44,0
536 Overcast Dry bright 9,84 44,0
537 Raining Wet bright 9,84 44,0
538 Clear Dry bright 9,84 44,0
539 Overcast Wet "mostly bright" 9,84 44,0
540 Overcast Wet "mostly dark" 9,84 44,0
541 Clear Dry "mostly bright" 9,84 44,0
542 Clear Dry "mostly dark" 9,84 44,0
543 Clear Dry "mostly dark" 9,84 44,0
544 Clear Wet "mostly dark" 9,84 44,0
545 Overcast Dry "mostly dark" 9,84 44,0
546 Clear Dry "mostly dark" 9,84 44,0
547 Clear Dry "mostly dark" 9,84 44,0
548 Clear Dry "mostly dark" 9,84 44,0
549 Clear Dry "mostly dark" 9,84 44,0
550 Overcast Dry "mostly dark" 9,62 41,0
551 Clear Dry "mostly dark" 9,62 41,0
552 Clear Dry  9,62 41,0
553 Overcast Wet "mostly dark" 9,62 41,0
554 Clear Dry bright 9,62 41,0
555 Clear Dry bright 9,62 41,0
556 Clear Dry bright 9,62 41,0
557 Clear Dry bright 9,62 41,0
558 Clear Dry bright 9,62 41,0
559 Clear Wet bright 9,62 41,0
560 Clear Wet bright 9,62 41,0
561 Overcast Wet "mostly dark" 9,62 41,0
562 Clear Dry "mostly dark" 9,62 41,0
563 Raining Wet "mostly dark" 9,62 41,0
564 Clear Dry "mostly dark" 9,62 41,0
565 Clear Dry "mostly dark" 9,62 41,0
566 Overcast Dry "mostly dark" 5,37 37,0
567 Clear Wet bright 5,37 37,0
568 Overcast Dry bright 5,37 37,0
569 Clear Dry bright 5,37 37,0
570 Clear Dry bright 5,37 37,0
571 "Sleet/Hail/Freezing Rain" Snow/Slush bright 5,37 37,0
572 Overcast Dry bright 5,37 37,0
573 Clear Dry bright 5,37 37,0
574 Clear Dry bright 5,37 37,0
575 Clear Dry bright 5,37 37,0
576 Clear Dry bright 5,37 37,0
577 Clear Dry bright 5,37 37,0
578 Clear Dry bright 5,37 37,0
579 Clear Dry bright 5,37 37,0
580 Clear Dry bright 5,37 37,0
581 Clear Dry bright 5,37 37,0
582 Clear Dry "mostly bright" 5,37 37,0
583 Clear Dry bright 5,37 37,0
584 Clear Dry bright 5,37 37,0
585 Clear Dry "mostly dark" 5,37 37,0
586 Clear Dry "mostly dark" 5,37 37,0
587 Clear Dry "mostly dark" 5,37 37,0
588 Clear Dry "mostly dark" 10,74 35,0
589 Clear Ice bright 10,74 35,0
590 Clear Dry bright 10,74 35,0
591 Clear Dry bright 10,74 35,0
592 Clear Dry bright 10,74 35,0
593 Overcast Ice "mostly dark" 10,74 35,0
594 Clear Dry bright 10,74 35,0
595 Clear Dry bright 10,74 35,0
596 Clear Dry bright 10,74 35,0
597 Clear Dry bright 10,74 35,0
598 Clear Dry bright 10,74 35,0
599 Clear Dry bright 10,74 35,0
600 Clear Dry bright 10,74 35,0
601 Clear Dry bright 10,74 35,0
602 Clear Dry bright 10,74 35,0
603 Clear Dry bright 10,74 35,0
604 Clear Dry bright 10,74 35,0
605 Clear Dry bright 10,74 35,0
606 Clear Dry bright 10,74 35,0
607 Clear Dry bright 10,74 35,0
608 Clear Dry "mostly dark" 10,74 35,0
609 Clear Dry "mostly dark" 10,74 35,0
610 Clear Dry "mostly dark" 10,74 35,0
611 Clear Dry "mostly dark" 10,74 35,0
612 Clear Dry "mostly dark" 10,74 35,0
613 Clear Dry "mostly dark" 10,74 35,0
614 Clear Dry "mostly dark" 10,74 35,0
615 Clear Dry "mostly dark" 10,74 35,0
616 Clear Dry "mostly bright" 10,96 41,0
617 Clear Dry bright 10,96 41,0
618 Clear Dry bright 10,96 41,0
619 Clear Dry bright 10,96 41,0
620 Clear Dry bright 10,96 41,0
621 Clear Dry bright 10,96 41,0
622 Clear Dry bright 10,96 41,0
623 Clear Dry bright 10,96 41,0
624 Clear Dry bright 10,96 41,0
625 Clear Dry bright 10,96 41,0
626 Clear Dry bright 10,96 41,0
627 Clear Dry bright 10,96 41,0
628 Clear Dry bright 10,96 41,0
629 Clear Wet bright 10,96 41,0
630 Clear Dry bright 10,96 41,0
631 Clear Dry bright 10,96 41,0
